BPP_200_1000_0.1_0.7_0.txt.ins,48,47.9916,0.515928,OPT,1745,0,0,AI,0,0,3.97917,0.072345,0.396553,0,2,0,57,57
BPP_200_1000_0.1_0.7_1.txt.ins,49,48.9607,0.373401,OPT,1357,0,0,AI,0,0.0408163,3.73469,0.059912,0.278938,0,2,0,41,41
BPP_200_1000_0.1_0.7_2.txt.ins,49,48.9847,1.60525,OPT,1926,0,0,AI,0,0.0204082,3.89796,0.086101,1.40922,0,2,0,80,80
BPP_200_1000_0.1_0.7_3.txt.ins,49,48.9611,0.385542,OPT,1605,0,0,AI,0,0,3.85714,0.064216,0.282394,0,2,0,63,62
BPP_200_1000_0.1_0.7_4.txt.ins,52,51.2021,0.616489,OPT,2059,0,0,AI,0,0.0192308,3.67308,0.068673,0.487687,0,2,0,52,52
BPP_200_1000_0.1_0.7_5.txt.ins,52,51.0068,0.609267,OPT,1751,0,0,AI,0,0.0384615,3.46154,0.063005,0.490676,0,2,0,52,52
BPP_200_1000_0.1_0.7_6.txt.ins,49,48.9958,0.439028,OPT,1592,0,0,AI,0,0.0408163,3.73469,0.053191,0.343579,0,2,0,47,47
BPP_200_1000_0.1_0.7_7.txt.ins,48,47.991,11.0994,OPT,2817,216,30,AI,100,0,3.95833,0.109009,10.1921,0,2,30,229,229
BPP_200_1000_0.1_0.7_8.txt.ins,51,50.3363,0.845977,OPT,2265,0,0,AI,0,0.117647,3.37255,0.075083,0.701924,0,2,0,48,48
BPP_200_1000_0.1_0.7_9.txt.ins,48,47.9478,0.427851,OPT,1318,0,0,AI,0,0,3.83333,0.064555,0.327862,0,2,0,39,39
BPP_200_1000_0.1_0.8_0.txt.ins,55,54.1052,0.49506,OPT,1757,0,0,AI,0,0.0545455,3.32727,0.060048,0.385319,0,2,0,49,49
BPP_200_1000_0.1_0.8_1.txt.ins,54,53.9859,0.862595,OPT,1518,0,0,AI,0,0.0555556,3.22222,0.045343,0.747758,0,2,0,50,50
BPP_200_1000_0.1_0.8_2.txt.ins,54,53.9796,35.4806,OPT,4236,533,80,AI,100,0.037037,3.33333,0.182909,32.0136,0,2,103,415,414
BPP_200_1000_0.1_0.8_3.txt.ins,54,53.0372,0.783729,OPT,1950,0,0,AI,0,0.037037,3.44444,0.062857,0.659918,0,2,0,43,43
