60
100 100
1 18 27
2 99 71
3 49 30
4 37 45
5 7 35
6 28 45
7 93 94
8 21 24
9 7 5
10 18 31
11 99 20
12 18 76
13 68 87
14 21 28
15 77 7
16 26 18
17 42 30
18 34 37
19 96 56
20 97 33
21 28 35
22 10 7
23 37 17
24 77 59
25 74 51
26 47 39
27 40 40
28 20 47
29 88 31
30 46 33
31 53 74
32 25 47
33 67 21
34 7 39
35 30 20
36 42 8
37 35 22
38 29 6
39 18 28
40 20 31
41 29 36
42 13 35
43 17 47
44 72 16
45 34 11
46 9 25
47 78 77
48 11 12
49 1 47
50 16 84
51 1 20
52 24 20
53 29 46
54 35 94
55 35 24
56 49 40
57 19 69
58 16 16
59 81 90
60 90 21
