60
100 100
1 78 27
2 99 22
3 49 86
4 91 45
5 7 90
6 84 45
7 95 44
8 80 24
9 70 5
10 68 80
11 99 20
12 78 15
13 78 37
14 80 28
15 77 7
16 26 18
17 95 30
18 89 37
19 97 6
20 97 33
21 84 35
22 72 7
23 91 17
24 84 9
25 82 2
26 47 39
27 93 40
28 20 98
29 88 31
30 98 33
31 68 24
32 83 47
33 67 21
34 70 39
35 86 20
36 94 8
37 90 22
38 86 6
39 67 77
40 79 31
41 78 85
42 62 84
43 77 47
44 72 16
45 89 11
46 71 25
47 85 28
48 11 74
49 66 47
50 76 27
51 66 20
52 82 20
53 29 97
54 90 41
55 90 24
56 49 93
57 79 6
58 76 16
59 87 40
60 90 21
