80
100 100
1 5 43
2 9 39
3 2 42
4 27 79
5 2 19
6 22 5
7 6 23
8 46 43
9 12 6
10 98 33
11 21 17
12 27 84
13 33 6
14 34 23
15 48 81
16 19 22
17 16 17
18 32 24
19 37 39
20 23 29
21 10 39
22 42 37
23 37 18
24 89 98
25 17 24
26 63 61
27 99 8
28 16 29
29 34 20
30 47 49
31 23 10
32 5 21
33 63 77
34 42 47
35 8 81
36 6 25
37 69 47
38 48 7
39 69 48
40 19 41
41 71 28
42 17 85
43 14 90
44 43 78
45 22 21
46 47 11
47 34 34
48 28 7
49 49 25
50 38 6
51 16 96
52 26 8
53 36 41
54 41 12
55 10 16
56 35 20
57 36 19
58 6 30
59 76 49
60 55 94
61 47 8
62 83 59
63 32 44
64 38 29
65 79 9
66 21 2
67 11 1
68 32 27
69 4 22
70 21 5
71 1 20
72 38 36
73 1 46
74 33 79
75 3 50
76 69 6
77 8 32
78 6 46
79 17 42
80 34 39
