60
100 100
1 11 80
2 23 79
3 35 39
4 43 97
5 13 90
6 41 83
7 44 71
8 77 6
9 27 73
10 20 94
11 75 41
12 66 28
13 3 99
14 11 78
15 97 34
16 49 74
17 41 98
18 14 71
19 39 92
20 8 70
21 90 57
22 29 72
23 44 69
24 28 75
25 1 87
26 5 81
27 11 89
28 10 88
29 23 75
30 43 98
31 92 24
32 4 75
33 70 10
34 43 88
35 29 83
36 10 5
37 4 78
38 68 31
39 31 92
40 27 72
41 11 91
42 27 93
43 96 13
44 6 82
45 30 77
46 12 73
47 69 100
48 46 66
49 11 72
50 8 44
51 55 98
52 48 40
53 4 75
54 16 92
55 4 71
56 12 93
57 57 79
58 36 97
59 14 86
60 38 67
