100
10 10
1 8 5
2 8 8
3 7 1
4 6 6
5 5 1
6 2 2
7 4 3
8 4 9
9 7 9
10 2 6
11 3 3
12 3 2
13 2 3
14 2 3
15 9 10
16 2 7
17 2 9
18 6 4
19 2 6
20 3 10
21 3 4
22 3 1
23 4 6
24 2 9
25 5 1
26 6 8
27 10 10
28 7 7
29 8 6
30 10 6
31 10 8
32 1 9
33 9 8
34 3 5
35 5 8
36 10 5
37 7 8
38 9 3
39 1 8
40 2 6
41 4 3
42 2 7
43 7 10
44 9 8
45 5 1
46 3 9
47 5 10
48 7 1
49 9 4
50 1 7
51 1 6
52 6 5
53 9 9
54 5 7
55 3 1
56 6 7
57 9 3
58 1 3
59 4 10
60 4 5
61 10 10
62 3 10
63 10 3
64 9 3
65 3 4
66 6 6
67 9 1
68 3 5
69 3 5
70 9 5
71 3 1
72 1 10
73 10 5
74 4 2
75 9 10
76 2 10
77 6 9
78 7 5
79 4 1
80 8 2
81 6 6
82 7 7
83 1 10
84 6 3
85 10 9
86 5 4
87 6 6
88 4 7
89 9 3
90 7 3
91 8 10
92 4 8
93 9 7
94 3 9
95 9 9
96 1 6
97 9 3
98 5 5
99 4 1
100 5 3
