100
30 30
1 9 8
2 3 3
3 10 1
4 9 6
5 2 3
6 6 10
7 9 10
8 3 8
9 3 4
10 9 9
11 3 9
12 1 4
13 1 4
14 5 6
15 9 9
16 2 4
17 7 8
18 8 10
19 5 1
20 9 6
21 7 6
22 8 2
23 3 10
24 7 8
25 1 9
26 6 9
27 8 6
28 5 2
29 1 4
30 9 9
31 10 10
32 5 4
33 1 8
34 5 4
35 1 10
36 3 2
37 1 4
38 7 1
39 6 2
40 8 9
41 4 8
42 10 7
43 5 10
44 1 10
45 4 9
46 2 6
47 9 9
48 9 5
49 1 8
50 7 2
51 4 7
52 9 5
53 6 2
54 10 5
55 9 8
56 6 7
57 6 9
58 9 7
59 6 7
60 3 8
61 9 1
62 7 3
63 1 2
64 10 1
65 8 5
66 9 2
67 2 6
68 10 2
69 8 8
70 4 7
71 2 5
72 7 10
73 7 4
74 5 3
75 7 6
76 1 6
77 9 7
78 8 9
79 5 4
80 3 7
81 9 7
82 9 7
83 8 2
84 10 1
85 5 6
86 4 3
87 3 10
88 10 10
89 10 9
90 5 5
91 7 10
92 6 1
93 9 5
94 4 6
95 3 8
96 3 1
97 1 7
98 1 1
99 7 3
100 10 4
