60
100 100
1 11 21
2 23 20
3 35 39
4 92 96
5 13 90
6 41 25
7 44 9
8 77 6
9 27 11
10 70 91
11 75 41
12 66 28
13 3 48
14 11 19
15 97 34
16 99 61
17 41 47
18 14 8
19 39 92
20 8 7
21 40 8
22 29 9
23 44 5
24 28 14
25 1 31
26 5 81
27 60 83
28 10 33
29 23 75
30 93 97
31 92 24
32 4 13
33 70 10
34 43 33
35 29 83
36 10 5
37 53 67
38 68 31
39 31 38
40 27 9
41 11 37
42 27 40
43 96 13
44 6 24
45 30 18
46 12 11
47 19 50
48 46 1
49 11 10
50 8 44
51 6 48
52 48 40
53 4 14
54 16 39
55 4 71
56 12 40
57 8 30
58 36 97
59 14 30
60 87 51
