80
100 100
1 16 30
2 93 73
3 33 99
4 30 24
5 2 44
6 94 77
7 25 18
8 37 35
9 50 20
10 8 44
11 28 50
12 6 7
13 9 8
14 32 22
15 93 94
16 37 41
17 31 7
18 19 12
19 21 49
20 79 86
21 13 18
22 17 14
23 9 16
24 33 44
25 8 41
26 27 27
27 10 44
28 49 13
29 14 25
30 99 1
31 22 35
32 26 95
33 32 21
34 32 38
35 97 36
36 15 36
37 11 29
38 27 36
39 31 50
40 16 39
41 3 99
42 33 46
43 28 25
44 85 5
45 55 79
46 2 17
47 36 12
48 3 32
49 20 22
50 32 50
51 7 72
52 38 80
53 46 27
54 23 45
55 39 21
56 90 22
57 34 43
58 26 2
59 32 43
60 95 84
61 33 20
62 41 20
63 38 26
64 16 8
65 45 10
66 18 100
67 5 21
68 98 94
69 67 60
70 6 41
71 33 28
72 95 41
73 2 23
74 6 44
75 73 97
76 48 100
77 48 48
78 78 9
79 75 76
80 15 21
