60
300 300
1 71 74
2 26 75
3 48 48
4 27 17
5 84 36
6 75 95
7 89 16
8 48 53
9 8 98
10 57 70
11 18 27
12 47 56
13 31 80
14 94 55
15 91 70
16 11 47
17 76 40
18 41 40
19 96 69
20 63 81
21 97 66
22 87 46
23 56 77
24 59 48
25 85 80
26 55 30
27 27 85
28 88 70
29 60 38
30 100 79
31 96 15
32 71 2
33 80 28
34 11 16
35 88 21
36 65 33
37 31 73
38 10 97
39 56 94
40 58 86
41 38 28
42 53 11
43 90 55
44 72 16
45 55 83
46 28 79
47 12 59
48 64 12
49 72 59
50 58 58
51 78 96
52 21 96
53 10 13
54 98 36
55 77 88
56 67 23
57 24 32
58 38 35
59 30 90
60 56 83
