80
100 100
1 36 38
2 34 1
3 1 26
4 7 9
5 94 66
6 33 44
7 15 10
8 61 57
9 64 56
10 43 100
11 41 6
12 28 79
13 46 9
14 65 66
15 85 14
16 6 42
17 93 22
18 49 46
19 28 33
20 46 27
21 45 47
22 97 36
23 39 14
24 47 23
25 12 34
26 2 38
27 12 6
28 10 31
29 40 32
30 21 2
31 46 11
32 35 1
33 31 42
34 66 28
35 43 27
36 21 32
37 88 14
38 44 15
39 100 53
40 20 25
41 46 47
42 98 63
43 69 93
44 79 80
45 80 42
46 63 74
47 1 44
48 50 96
49 8 49
50 41 46
51 43 7
52 34 24
53 70 17
54 30 30
55 48 31
56 85 14
57 17 47
58 30 26
59 14 17
60 35 15
61 39 39
62 43 33
63 41 14
64 3 28
65 72 92
66 17 1
67 80 73
68 88 3
69 17 8
70 2 32
71 32 45
72 24 39
73 24 34
74 50 24
75 44 27
76 28 91
77 43 23
78 8 85
79 19 21
80 42 98
