80
10 10
1 4 7
2 1 3
3 6 7
4 8 2
5 9 4
6 6 2
7 7 7
8 3 6
9 2 7
10 1 3
11 3 8
12 4 3
13 1 9
14 8 1
15 1 10
16 7 6
17 9 5
18 3 7
19 8 3
20 6 9
21 2 5
22 5 1
23 8 4
24 6 3
25 7 10
26 5 10
27 5 2
28 5 9
29 9 6
30 10 2
31 9 9
32 7 2
33 1 2
34 8 9
35 2 10
36 7 2
37 3 10
38 2 7
39 9 4
40 3 1
41 7 6
42 6 6
43 9 3
44 8 5
45 9 8
46 1 6
47 5 4
48 8 1
49 8 9
50 7 4
51 2 5
52 1 3
53 5 5
54 2 9
55 9 8
56 9 6
57 7 4
58 3 3
59 8 8
60 8 9
61 2 8
62 2 10
63 4 5
64 7 4
65 3 3
66 6 2
67 8 1
68 8 7
69 4 9
70 4 8
71 10 1
72 7 6
73 6 6
74 7 6
75 6 5
76 3 5
77 9 1
78 1 4
79 6 4
80 7 7
