100
100 100
1 66 22
2 71 37
3 52 58
4 86 6
5 70 23
6 85 28
7 14 75
8 70 2
9 82 35
10 73 30
11 87 82
12 97 11
13 67 8
14 69 44
15 81 12
16 97 31
17 44 44
18 12 79
19 19 68
20 70 13
21 97 41
22 30 71
23 84 7
24 86 6
25 72 50
26 9 7
27 98 21
28 16 11
29 90 20
30 100 18
31 28 98
32 74 28
33 23 3
34 67 40
35 80 35
36 80 6
37 80 46
38 77 25
39 26 35
40 94 46
41 88 2
42 95 21
43 42 46
44 81 48
45 69 19
46 87 28
47 79 19
48 77 11
49 88 98
50 86 47
51 72 4
52 71 86
53 89 38
54 94 28
55 73 50
56 39 81
57 94 40
58 75 21
59 82 8
60 17 21
61 73 4
62 99 25
63 100 28
64 70 32
65 94 30
66 44 41
67 90 9
68 72 3
69 83 66
70 2 78
71 89 2
72 23 37
73 91 16
74 21 71
75 96 7
76 99 32
77 67 26
78 67 9
79 76 23
80 90 38
81 86 48
82 97 21
83 99 1
84 89 7
85 79 32
86 100 45
87 93 91
88 44 37
89 20 84
90 76 31
91 100 42
92 15 29
93 88 35
94 95 29
95 77 5
96 99 32
97 69 3
98 33 92
99 97 79
100 94 97
