60
100 100
1 85 32
2 25 26
3 93 32
4 96 46
5 86 36
6 16 97
7 98 42
8 94 21
9 94 1
10 19 83
11 76 14
12 100 8
13 76 29
14 88 19
15 96 47
16 20 70
17 2 78
18 72 23
19 36 42
20 66 17
21 99 18
22 98 39
23 40 48
24 97 39
25 57 80
26 98 17
27 68 16
28 66 22
29 85 5
30 71 6
31 31 97
32 77 18
33 60 90
34 80 56
35 79 37
36 98 24
37 69 37
38 76 20
39 79 40
40 86 93
41 11 98
42 73 44
43 87 5
44 88 73
45 85 17
46 78 30
47 68 32
48 67 15
49 70 49
50 88 77
51 92 20
52 84 19
53 99 43
54 79 37
55 90 20
56 75 34
57 66 49
58 74 8
59 44 87
60 74 11
