60
100 100
1 70 7
2 12 95
3 90 42
4 99 48
5 43 86
6 92 31
7 85 21
8 87 42
9 41 15
10 84 31
11 32 11
12 83 48
13 66 11
14 27 43
15 98 13
16 87 16
17 81 19
18 92 16
19 82 27
20 99 45
21 69 38
22 74 1
23 75 2
24 85 35
25 100 19
26 98 48
27 14 93
28 78 38
29 6 74
30 96 6
31 83 38
32 80 2
33 82 17
34 51 75
35 100 48
36 90 28
37 68 33
38 81 7
39 90 20
40 73 15
41 97 11
42 68 1
43 88 4
44 100 14
45 48 100
46 98 6
47 41 100
48 99 25
49 74 1
50 67 22
51 73 6
52 59 97
53 92 14
54 19 100
55 96 25
56 87 31
57 84 39
58 98 40
59 92 5
60 76 27
