100
100 100
1 21 24
2 4 3
3 12 26
4 41 12
5 70 5
6 69 24
7 54 62
8 48 40
9 5 48
10 19 8
11 9 12
12 18 29
13 15 3
14 96 3
15 24 22
16 49 30
17 36 19
18 31 10
19 66 44
20 41 42
21 20 47
22 86 28
23 40 28
24 46 77
25 64 87
26 40 8
27 41 82
28 73 2
29 80 38
30 12 50
31 67 31
32 89 100
33 92 1
34 95 52
35 27 100
36 29 9
37 68 75
38 40 18
39 13 30
40 30 30
41 10 12
42 47 45
43 72 22
44 92 62
45 13 10
46 16 33
47 19 26
48 17 7
49 28 20
50 46 33
51 40 41
52 3 13
53 4 41
54 38 97
55 22 78
56 50 80
57 43 24
58 41 19
59 16 7
60 72 10
61 42 19
62 7 4
63 22 8
64 31 100
65 4 25
66 33 50
67 39 20
68 14 3
69 27 43
70 22 9
71 18 44
72 8 17
73 12 23
74 81 29
75 71 29
76 14 43
77 8 14
78 34 10
79 11 26
80 32 31
81 16 77
82 8 4
83 25 35
84 11 30
85 36 87
86 43 9
87 50 6
88 2 41
89 17 8
90 40 26
91 37 92
92 5 13
93 10 46
94 48 4
95 36 32
96 19 48
97 15 45
98 18 44
99 47 37
100 97 43
