80
100 100
1 65 80
2 95 23
3 88 48
4 86 24
5 67 44
6 96 28
7 25 18
8 91 35
9 100 20
10 70 44
11 28 50
12 6 7
13 72 8
14 32 22
15 96 44
16 91 41
17 31 7
18 78 12
19 21 99
20 86 36
21 75 18
22 77 14
23 72 16
24 88 44
25 71 41
26 84 27
27 72 44
28 99 13
29 75 25
30 99 1
31 80 35
32 84 43
33 82 71
34 32 92
35 97 36
36 65 85
37 73 29
38 84 36
39 31 100
40 66 89
41 67 49
42 89 46
43 84 25
44 85 5
45 69 30
46 2 17
47 36 74
48 67 32
49 79 22
50 87 50
51 70 10
52 92 21
53 46 27
54 81 45
55 39 80
56 90 22
57 89 43
58 84 2
59 88 43
60 97 34
61 89 20
62 94 20
63 91 26
64 76 8
65 45 72
66 78 49
67 5 21
68 99 44
69 77 11
70 55 91
71 88 28
72 95 41
73 51 73
74 55 94
75 82 47
76 99 50
77 48 99
78 78 9
79 83 27
80 76 21
