60
300 300
1 25 57
2 64 2
3 48 65
4 32 34
5 7 32
6 93 13
7 46 68
8 55 17
9 43 17
10 65 57
11 10 58
12 100 77
13 90 2
14 71 55
15 62 93
16 21 3
17 37 8
18 31 64
19 58 60
20 9 17
21 5 91
22 1 72
23 87 81
24 85 75
25 50 41
26 71 2
27 70 14
28 4 65
29 60 78
30 62 8
31 64 45
32 56 10
33 59 59
34 30 81
35 57 98
36 63 65
37 2 72
38 64 41
39 72 28
40 80 20
41 77 41
42 87 46
43 63 23
44 96 96
45 7 20
46 53 83
47 21 7
48 34 49
49 48 98
50 51 74
51 66 35
52 49 69
53 87 97
54 5 76
55 56 95
56 30 76
57 49 74
58 68 78
59 78 10
60 99 27
