80
30 30
1 9 4
2 7 6
3 3 10
4 1 3
5 6 2
6 7 2
7 5 6
8 6 5
9 10 9
10 9 5
11 7 2
12 5 2
13 3 10
14 8 6
15 9 1
16 8 1
17 10 5
18 5 5
19 4 7
20 3 9
21 1 4
22 10 8
23 6 9
24 8 10
25 7 5
26 10 5
27 5 1
28 4 8
29 4 6
30 3 7
31 2 6
32 9 3
33 1 9
34 1 10
35 4 5
36 10 7
37 10 10
38 10 3
39 9 10
40 10 5
41 7 7
42 10 9
43 10 5
44 4 6
45 10 3
46 1 2
47 2 1
48 2 3
49 3 3
50 10 1
51 3 8
52 5 1
53 9 7
54 6 10
55 7 4
56 9 9
57 9 6
58 10 2
59 9 6
60 3 9
61 4 7
62 9 8
63 7 6
64 9 6
65 1 7
66 2 10
67 4 2
68 3 10
69 7 9
70 9 2
71 5 10
72 3 4
73 5 9
74 8 5
75 10 4
76 2 1
77 2 6
78 7 10
79 10 9
80 6 2
