60
40 40
1 10 33
2 25 32
3 23 16
4 35 27
5 33 15
6 3 11
7 10 23
8 26 35
9 2 9
10 4 21
11 4 22
12 21 8
13 18 21
14 1 12
15 25 10
16 16 24
17 17 3
18 13 13
19 34 28
20 18 31
21 20 19
22 1 35
23 3 27
24 12 27
25 23 8
26 9 24
27 24 2
28 29 18
29 33 24
30 20 14
31 20 31
32 7 25
33 35 27
34 31 10
35 1 29
36 1 8
37 26 27
38 14 34
39 20 26
40 5 11
41 12 7
42 25 11
43 5 31
44 29 17
45 14 33
46 23 19
47 31 28
48 22 22
49 26 9
50 18 7
51 15 14
52 14 1
53 24 23
54 27 7
55 22 30
56 14 6
57 24 2
58 13 25
59 24 26
60 6 34
