100
100 100
1 61 94
2 96 54
3 61 91
4 28 98
5 39 42
6 63 67
7 95 95
8 51 65
9 78 50
10 93 92
11 90 59
12 88 97
13 86 22
14 85 78
15 47 91
16 85 89
17 92 53
18 88 76
19 16 83
20 96 43
21 17 48
22 52 86
23 96 74
24 75 8
25 52 53
26 79 57
27 87 86
28 97 85
29 50 22
30 77 41
31 91 59
32 91 73
33 59 50
34 66 85
35 56 95
36 96 74
37 80 92
38 78 91
39 83 92
40 63 86
41 75 45
42 51 59
43 80 50
44 92 60
45 57 58
46 36 39
47 71 70
48 33 97
49 63 84
50 83 80
51 84 51
52 85 93
53 81 72
54 91 83
55 57 95
56 99 51
57 60 71
58 60 98
59 43 50
60 25 22
61 2 32
62 92 74
63 89 66
64 62 53
65 54 54
66 90 12
67 98 95
68 60 98
69 68 89
70 90 61
71 67 85
72 71 53
73 95 85
74 56 73
75 100 87
76 94 70
77 33 95
78 35 46
79 44 66
80 28 100
81 82 61
82 74 80
83 99 75
84 73 90
85 93 92
86 83 27
87 65 62
88 81 92
89 65 85
90 89 85
91 96 11
92 100 55
93 50 39
94 75 5
95 84 70
96 80 81
97 96 54
98 100 86
99 36 95
100 23 78
