80
100 100
1 67 49
2 93 83
3 16 44
4 40 23
5 8 41
6 39 41
7 27 41
8 91 86
9 83 45
10 47 10
11 50 1
12 5 11
13 4 10
14 16 41
15 35 22
16 30 48
17 96 37
18 47 33
19 31 5
20 17 46
21 46 26
22 39 37
23 39 49
24 15 6
25 10 26
26 96 3
27 71 6
28 25 28
29 36 38
30 9 30
31 40 23
32 98 11
33 23 12
34 37 19
35 33 67
36 86 6
37 80 47
38 26 20
39 38 44
40 75 62
41 32 44
42 27 33
43 4 98
44 32 31
45 4 3
46 40 7
47 88 11
48 50 11
49 88 72
50 63 92
51 22 91
52 80 51
53 33 5
54 100 90
55 23 25
56 22 5
57 41 49
58 47 49
59 36 25
60 25 20
61 9 4
62 7 20
63 11 36
64 41 47
65 40 21
66 27 2
67 47 9
68 17 90
69 32 50
70 10 46
71 97 43
72 6 90
73 90 40
74 4 2
75 5 40
76 6 47
77 1 42
78 59 69
79 75 97
80 77 20
