60
100 100
1 50 62
2 74 83
3 66 66
4 98 7
5 58 73
6 71 58
7 79 83
8 100 39
9 85 45
10 81 97
11 68 11
12 65 82
13 58 79
14 67 46
15 91 50
16 92 87
17 50 75
18 85 56
19 89 51
20 81 53
21 54 82
22 80 79
23 99 65
24 81 83
25 70 50
26 86 63
27 21 93
28 93 73
29 98 81
30 4 10
31 53 76
32 67 74
33 37 24
34 83 67
35 99 74
36 52 88
37 38 28
38 74 87
39 55 84
40 100 63
41 1 96
42 77 68
43 82 6
44 8 1
45 74 70
46 92 60
47 53 89
48 78 99
49 60 59
50 78 15
51 95 83
52 60 58
53 8 73
54 55 81
55 98 90
56 53 81
57 66 72
58 54 58
59 63 57
60 59 64
