80
100 100
1 17 36
2 18 26
3 63 54
4 72 64
5 38 26
6 29 32
7 40 50
8 88 76
9 20 28
10 1 49
11 27 8
12 17 49
13 13 41
14 90 27
15 27 27
16 6 34
17 78 16
18 31 18
19 87 57
20 8 30
21 90 3
22 38 20
23 10 1
24 21 38
25 63 50
26 7 34
27 45 5
28 46 8
29 4 11
30 38 9
31 91 70
32 32 39
33 6 33
34 30 98
35 99 48
36 30 32
37 69 66
38 34 45
39 78 37
40 90 86
41 44 11
42 49 6
43 99 88
44 12 3
45 31 18
46 27 28
47 42 1
48 45 31
49 30 37
50 16 12
51 46 25
52 39 79
53 40 77
54 16 7
55 12 11
56 46 22
57 61 57
58 28 14
59 40 9
60 14 35
61 45 12
62 2 33
63 85 18
64 44 72
65 94 27
66 38 14
67 30 39
68 35 46
69 47 3
70 35 6
71 43 21
72 88 93
73 16 42
74 44 9
75 17 15
76 3 67
77 97 42
78 15 25
79 67 21
80 30 25
