100
100 100
1 1 81
2 8 91
3 52 58
4 30 69
5 7 81
6 29 84
7 14 75
8 6 67
9 24 89
10 12 86
11 87 82
12 97 11
13 3 71
14 69 44
15 22 74
16 45 87
17 44 44
18 12 79
19 19 68
20 7 74
21 46 94
22 30 71
23 27 70
24 30 69
25 10 100
26 9 7
27 46 80
28 16 11
29 36 79
30 50 78
31 28 98
32 13 85
33 23 3
34 3 93
35 21 90
36 21 69
37 22 98
38 77 25
39 26 35
40 41 97
41 33 66
42 43 80
43 42 46
44 23 99
45 5 78
46 31 85
47 20 79
48 77 11
49 88 98
50 30 98
51 10 68
52 71 86
53 34 92
54 94 28
55 12 100
56 39 81
57 42 93
58 14 80
59 25 71
60 17 21
61 11 68
62 48 83
63 49 85
64 7 87
65 41 86
66 44 41
67 36 72
68 72 3
69 83 66
70 2 78
71 34 67
72 23 37
73 37 76
74 21 71
75 96 7
76 48 87
77 3 83
78 67 9
79 76 23
80 35 92
81 30 99
82 45 80
83 48 66
84 89 7
85 79 32
86 50 97
87 93 91
88 44 37
89 20 84
90 16 87
91 49 95
92 15 29
93 32 89
94 43 85
95 18 69
96 49 88
97 6 68
98 33 92
99 97 79
100 94 97
