100
100 100
1 48 66
2 35 41
3 7 5
4 51 81
5 91 24
6 81 24
7 10 2
8 2 14
9 11 48
10 25 28
11 69 9
12 96 79
13 96 61
14 92 10
15 38 15
16 23 99
17 70 17
18 35 57
19 6 43
20 5 29
21 88 5
22 44 93
23 95 48
24 97 59
25 38 49
26 41 72
27 62 19
28 88 10
29 43 3
30 82 84
31 94 78
32 1 39
33 59 56
34 56 51
35 15 80
36 91 33
37 73 30
38 84 28
39 79 16
40 47 15
41 10 82
42 23 4
43 76 6
44 91 41
45 23 99
46 61 2
47 28 6
48 78 100
49 2 5
50 21 77
51 90 6
52 99 13
53 69 54
54 57 18
55 51 27
56 74 37
57 80 36
58 60 47
59 34 25
60 59 60
61 24 73
62 50 20
63 94 89
64 44 4
65 22 20
66 85 25
67 20 42
68 50 26
69 31 66
70 52 85
71 34 38
72 33 13
73 39 34
74 73 55
75 91 66
76 82 89
77 69 79
78 5 25
79 82 50
80 20 8
81 75 90
82 37 16
83 27 43
84 1 60
85 48 89
86 90 85
87 82 37
88 14 67
89 8 31
90 19 19
91 37 51
92 83 84
93 13 7
94 15 41
95 13 43
96 62 100
97 50 37
98 99 7
99 66 100
100 40 38
