60
100 100
1 16 21
2 20 1
3 22 5
4 7 28
5 6 9
6 26 1
7 18 2
8 11 18
9 15 34
10 12 12
11 1 29
12 23 35
13 27 25
14 10 8
15 15 2
16 26 5
17 4 23
18 27 7
19 10 22
20 18 6
21 24 13
22 13 5
23 16 25
24 5 22
25 35 26
26 33 12
27 6 32
28 8 14
29 35 35
30 26 10
31 34 4
32 22 26
33 31 24
34 11 31
35 28 19
36 20 6
37 7 25
38 19 13
39 29 25
40 22 21
41 29 10
42 22 11
43 22 19
44 24 9
45 35 34
46 6 20
47 3 10
48 33 23
49 10 22
50 2 13
51 15 15
52 34 26
53 20 17
54 16 9
55 7 32
56 23 24
57 2 5
58 35 6
59 11 33
60 8 3
