80
40 40
1 20 2
2 3 11
3 25 14
4 1 8
5 31 35
6 19 10
7 19 33
8 27 8
9 15 24
10 4 8
11 24 1
12 14 24
13 26 2
14 24 13
15 14 8
16 16 16
17 25 10
18 16 11
19 7 14
20 29 27
21 20 34
22 35 32
23 35 28
24 27 7
25 31 34
26 8 13
27 35 34
28 28 21
29 17 18
30 11 10
31 28 27
32 29 8
33 23 6
34 29 18
35 8 17
36 3 22
37 33 29
38 24 11
39 19 22
40 3 24
41 7 24
42 3 7
43 11 4
44 27 22
45 24 11
46 21 3
47 14 4
48 11 35
49 32 21
50 3 6
51 1 8
52 11 25
53 29 27
54 28 1
55 27 12
56 22 33
57 22 14
58 10 20
59 18 24
60 18 11
61 30 12
62 15 34
63 16 27
64 17 23
65 14 29
66 16 28
67 6 19
68 15 8
69 18 14
70 32 34
71 19 6
72 22 19
73 25 34
74 24 24
75 28 9
76 20 19
77 32 27
78 1 18
79 17 23
80 6 15
