100
100 100
1 25 39
2 15 6
3 37 48
4 9 10
5 26 10
6 6 42
7 44 25
8 56 51
9 39 42
10 10 40
11 12 13
12 16 69
13 13 37
14 24 50
15 42 13
16 36 80
17 49 43
18 1 21
19 34 25
20 18 48
21 47 10
22 39 68
23 38 99
24 12 37
25 6 39
26 39 48
27 67 33
28 18 38
29 27 30
30 50 5
31 79 80
32 35 50
33 10 33
34 23 23
35 18 38
36 14 24
37 4 98
38 71 2
39 68 58
40 54 58
41 10 23
42 4 44
43 30 93
44 7 6
45 28 10
46 13 47
47 53 83
48 21 15
49 8 72
50 32 11
51 39 39
52 98 35
53 49 21
54 14 38
55 36 69
56 34 18
57 50 93
58 7 83
59 44 34
60 33 11
61 16 84
62 12 25
63 15 24
64 43 17
65 42 23
66 28 36
67 96 75
68 16 34
69 29 31
70 69 9
71 40 39
72 100 62
73 29 50
74 46 44
75 45 14
76 45 3
77 40 87
78 47 93
79 12 1
80 3 5
81 62 73
82 11 48
83 41 49
84 21 19
85 47 28
86 35 78
87 87 9
88 2 45
89 43 96
90 22 49
91 33 31
92 94 81
93 50 21
94 79 42
95 46 14
96 48 31
97 20 10
98 30 47
99 21 9
100 14 41
