100
100 100
1 25 39
2 64 55
3 37 48
4 58 59
5 76 59
6 6 42
7 94 74
8 56 51
9 89 92
10 59 90
11 61 62
12 16 69
13 63 86
14 74 100
15 42 13
16 36 80
17 49 43
18 50 70
19 84 74
20 68 98
21 97 59
22 39 68
23 38 99
24 12 37
25 56 89
26 88 98
27 67 33
28 67 87
29 77 80
30 100 54
31 79 80
32 85 100
33 59 82
34 73 72
35 68 88
36 63 73
37 4 98
38 71 2
39 68 58
40 54 58
41 10 23
42 54 94
43 30 93
44 7 6
45 28 10
46 62 97
47 53 83
48 70 64
49 8 72
50 82 60
51 89 88
52 98 35
53 99 70
54 63 87
55 36 69
56 84 67
57 50 93
58 7 83
59 44 34
60 33 11
61 16 84
62 61 75
63 15 24
64 93 66
65 91 73
66 78 86
67 96 75
68 65 84
69 79 80
70 69 9
71 90 89
72 100 62
73 78 100
74 96 94
75 95 63
76 95 52
77 40 87
78 47 93
79 61 50
80 52 54
81 62 73
82 11 48
83 90 99
84 71 69
85 97 77
86 35 78
87 87 9
88 51 95
89 43 96
90 71 99
91 82 80
92 94 81
93 100 70
94 79 42
95 96 63
96 48 31
97 20 10
98 79 97
99 71 58
100 63 91
