80
100 100
1 82 40
2 61 53
3 29 95
4 10 21
5 57 19
6 61 13
7 43 57
8 59 41
9 98 87
10 82 49
11 67 19
12 41 16
13 27 98
14 80 52
15 90 1
16 78 2
17 99 41
18 44 43
19 34 61
20 25 86
21 5 40
22 97 77
23 56 87
24 71 92
25 65 48
26 93 44
27 43 1
28 39 76
29 35 56
30 21 66
31 19 59
32 84 25
33 5 86
34 5 98
35 38 49
36 95 62
37 96 92
38 98 29
39 90 94
40 94 43
41 64 65
42 91 82
43 97 50
44 36 57
45 98 26
46 6 12
47 14 4
48 11 25
49 21 30
50 97 8
51 30 80
52 41 4
53 87 67
54 55 92
55 68 34
56 82 82
57 85 59
58 100 19
59 83 53
60 22 81
61 39 61
62 90 79
63 64 60
64 83 58
65 3 62
66 12 95
67 33 11
68 21 100
69 66 85
70 88 20
71 45 95
72 25 31
73 50 85
74 76 45
75 91 33
76 17 5
77 12 51
78 62 91
79 91 82
80 53 12
