80
100 100
1 27 41
2 15 48
3 59 54
4 31 7
5 21 22
6 49 44
7 10 41
8 21 8
9 26 14
10 45 1
11 80 39
12 22 22
13 43 17
14 52 69
15 44 49
16 36 46
17 22 33
18 22 1
19 28 20
20 11 33
21 13 10
22 3 43
23 25 3
24 48 31
25 15 48
26 45 47
27 33 47
28 46 41
29 29 49
30 49 13
31 2 67
32 6 74
33 53 60
34 15 40
35 89 21
36 28 46
37 41 34
38 43 30
39 27 100
40 11 41
41 40 20
42 32 30
43 31 42
44 69 48
45 50 77
46 83 93
47 48 96
48 13 16
49 23 25
50 46 17
51 83 9
52 31 97
53 6 46
54 20 3
55 15 90
56 73 37
57 66 28
58 6 50
59 16 23
60 3 94
61 9 21
62 3 9
63 86 22
64 6 5
65 28 84
66 62 79
67 4 34
68 80 32
69 71 44
70 33 12
71 40 6
72 48 20
73 50 81
74 16 6
75 92 41
76 37 20
77 4 13
78 10 74
79 48 37
80 86 81
