60
100 100
1 29 32
2 25 26
3 40 88
4 44 46
5 29 36
6 16 45
7 96 92
8 90 71
9 42 1
10 19 26
11 15 14
12 49 8
13 76 29
14 88 19
15 45 98
16 20 7
17 2 18
18 9 23
19 36 42
20 2 17
21 49 18
22 97 89
23 40 48
24 45 92
25 8 31
26 96 66
27 54 65
28 50 72
29 29 68
30 8 6
31 31 46
32 18 18
33 11 40
34 31 7
35 19 37
36 46 82
37 5 37
38 15 20
39 19 40
40 37 43
41 11 46
42 11 44
43 31 5
44 39 23
45 85 17
46 19 30
47 68 32
48 2 76
49 8 49
50 38 28
51 39 20
52 28 19
53 48 43
54 20 37
55 36 20
56 64 83
57 1 49
58 62 57
59 44 31
60 63 60
