100
100 100
1 77 36
2 68 76
3 75 4
4 81 15
5 92 26
6 29 87
7 93 50
8 92 26
9 69 77
10 1 99
11 77 57
12 77 49
13 74 41
14 90 27
15 84 27
16 56 83
17 78 16
18 87 18
19 92 8
20 71 30
21 90 3
22 92 20
23 72 1
24 80 38
25 75 1
26 70 34
27 96 5
28 97 8
29 68 11
30 91 9
31 94 21
32 82 89
33 69 33
34 86 46
35 99 48
36 86 32
37 79 16
38 83 95
39 78 37
40 93 37
41 96 11
42 49 69
43 99 38
44 73 3
45 31 78
46 27 28
47 42 66
48 96 31
49 86 37
50 76 12
51 97 25
52 93 20
53 93 17
54 16 7
55 74 11
56 96 71
57 73 8
58 78 64
59 93 9
60 63 84
61 97 12
62 2 33
63 85 18
64 96 9
65 94 27
66 92 14
67 86 39
68 90 46
69 97 52
70 85 55
71 95 21
72 92 44
73 65 92
74 96 9
75 77 15
76 67 3
77 97 42
78 15 83
79 67 21
80 86 25
81 92 4
82 47 2
83 66 39
84 18 70
85 94 27
86 94 41
87 72 18
88 77 2
89 70 12
90 98 41
91 87 9
92 85 8
93 89 9
94 75 4
95 14 73
96 67 26
97 22 77
98 95 27
99 71 26
100 91 6
