80
100 100
1 76 47
2 71 71
3 67 1
4 52 59
5 49 1
6 13 17
7 33 27
8 32 88
9 65 88
10 20 51
11 21 30
12 22 16
13 13 30
14 16 28
15 86 99
16 12 65
17 17 82
18 55 39
19 17 57
20 23 92
21 30 34
22 27 4
23 36 58
24 11 84
25 43 6
26 54 79
27 98 91
28 65 65
29 78 56
30 91 54
31 93 80
32 8 89
33 89 72
34 27 50
35 44 78
36 94 46
37 67 76
38 85 23
39 4 76
40 12 58
41 33 24
42 20 62
43 64 96
44 86 80
45 42 4
46 21 90
47 45 92
48 70 2
49 84 39
50 10 61
51 3 55
52 53 44
53 81 85
54 42 64
55 27 6
56 57 64
57 88 29
58 8 23
59 40 100
60 39 50
61 94 95
62 28 91
63 96 27
64 86 24
65 22 39
66 58 59
67 84 9
68 22 42
69 27 48
70 88 49
71 28 1
72 1 92
73 98 45
74 39 15
75 81 92
76 13 97
77 57 86
78 67 48
79 34 5
80 80 13
