100
100 100
1 78 12
2 85 44
3 90 94
4 98 34
5 76 5
6 95 27
7 96 43
8 76 23
9 83 10
10 77 22
11 72 4
12 47 82
13 98 26
14 4 85
15 91 26
16 93 36
17 80 53
18 67 47
19 84 10
20 44 11
21 83 44
22 74 27
23 84 5
24 59 97
25 87 45
26 90 19
27 93 12
28 92 44
29 100 8
30 78 22
31 74 31
32 84 3
33 86 32
34 75 37
35 99 12
36 85 24
37 21 78
38 21 75
39 97 4
40 94 7
41 82 17
42 39 67
43 69 8
44 76 1
45 92 26
46 79 3
47 83 23
48 66 7
49 76 48
50 73 14
51 8 100
52 99 24
53 3 31
54 75 38
55 66 39
56 57 53
57 67 25
58 86 23
59 7 39
60 29 45
61 75 32
62 70 19
63 25 2
64 74 47
65 91 50
66 97 28
67 68 25
68 6 73
69 72 79
70 97 48
71 96 11
72 74 37
73 78 21
74 70 30
75 98 8
76 86 25
77 84 23
78 87 23
79 72 17
80 72 24
81 98 38
82 76 28
83 90 37
84 100 35
85 85 14
86 74 45
87 81 19
88 3 70
89 21 2
90 21 23
91 81 13
92 17 94
93 83 2
94 94 13
95 88 19
96 93 87
97 95 13
98 82 15
99 69 36
100 87 45
