60
100 100
1 42 79
2 73 21
3 45 40
4 78 94
5 28 70
6 85 92
7 70 14
8 39 26
9 81 49
10 18 40
11 5 87
12 32 12
13 21 72
14 27 54
15 40 81
16 81 10
17 6 27
18 3 56
19 96 53
20 40 6
21 22 37
22 67 2
23 29 91
24 98 24
25 94 58
26 75 81
27 28 16
28 77 19
29 76 77
30 15 14
31 16 85
32 34 79
33 58 18
34 10 58
35 47 87
36 56 28
37 61 37
38 16 1
39 10 44
40 67 21
41 40 21
42 20 66
43 29 11
44 21 46
45 86 93
46 47 7
47 57 78
48 8 26
49 20 9
50 50 15
51 86 65
52 50 17
53 98 58
54 19 10
55 35 30
56 2 7
57 8 61
58 76 50
59 62 61
60 53 18
