100
40 40
1 17 23
2 13 15
3 3 2
4 18 29
5 32 9
6 29 9
7 4 1
8 1 5
9 4 17
10 9 10
11 24 3
12 34 28
13 34 22
14 32 4
15 13 6
16 8 35
17 25 6
18 13 20
19 2 15
20 2 11
21 31 2
22 16 33
23 34 17
24 34 21
25 14 17
26 15 26
27 22 7
28 31 4
29 15 1
30 29 30
31 33 28
32 1 14
33 21 20
34 20 18
35 6 28
36 32 12
37 26 11
38 30 10
39 28 6
40 17 6
41 4 29
42 8 2
43 27 2
44 32 15
45 8 35
46 22 1
47 10 2
48 28 35
49 1 2
50 8 27
51 32 2
52 35 5
53 25 19
54 20 7
55 18 10
56 26 13
57 28 13
58 21 17
59 12 9
60 21 21
61 9 26
62 18 7
63 33 32
64 16 2
65 8 7
66 30 9
67 7 15
68 18 9
69 11 23
70 18 30
71 12 14
72 12 5
73 14 12
74 26 20
75 32 24
76 29 31
77 24 28
78 2 9
79 29 18
80 7 3
81 27 32
82 13 6
83 10 16
84 1 21
85 17 31
86 32 30
87 29 13
88 5 24
89 3 11
90 7 7
91 13 18
92 29 30
93 5 3
94 6 15
95 5 15
96 22 35
97 18 13
98 35 3
99 24 35
100 14 14
