100
100 100
1 46 48
2 8 78
3 9 46
4 41 49
5 25 22
6 3 33
7 93 75
8 91 68
9 15 7
10 9 8
11 40 17
12 4 66
13 18 4
14 26 46
15 48 20
16 77 94
17 32 13
18 6 45
19 18 34
20 12 49
21 7 34
22 98 6
23 49 11
24 9 76
25 96 16
26 49 29
27 43 49
28 18 44
29 43 10
30 14 13
31 98 48
32 38 34
33 4 15
34 40 9
35 75 10
36 20 90
37 26 32
38 27 77
39 92 82
40 13 49
41 10 11
42 27 36
43 32 17
44 18 25
45 6 1
46 38 16
47 33 13
48 35 11
49 62 53
50 11 9
51 96 71
52 14 10
53 82 67
54 97 13
55 21 41
56 68 20
57 13 43
58 41 29
59 7 22
60 6 41
61 5 30
62 49 7
63 55 65
64 19 25
65 9 29
66 18 46
67 76 20
68 45 20
69 25 39
70 49 47
71 37 91
72 87 27
73 2 11
74 42 72
75 20 14
76 30 45
77 41 97
78 46 34
79 15 4
80 40 25
81 41 41
82 12 19
83 21 5
84 12 17
85 4 48
86 40 17
87 39 18
88 45 20
89 28 17
90 29 26
91 19 43
92 41 35
93 13 98
94 86 47
95 10 29
96 48 73
97 10 39
98 43 30
99 75 27
100 16 100
