60
100 100
1 78 12
2 29 96
3 90 94
4 47 89
5 16 69
6 42 84
7 44 96
8 16 81
9 26 72
10 18 81
11 10 68
12 47 82
13 47 83
14 4 85
15 37 83
16 40 91
17 80 53
18 3 98
19 84 10
20 44 11
21 25 96
22 13 84
23 27 69
24 59 97
25 32 97
26 35 78
27 39 74
28 92 44
29 100 8
30 18 81
31 13 87
32 27 68
33 29 88
34 75 37
35 99 12
36 28 82
37 21 78
38 21 75
39 46 68
40 94 7
41 24 77
42 39 67
43 5 70
44 15 66
45 39 84
46 79 3
47 25 81
48 1 70
49 15 99
50 11 75
51 8 100
52 99 24
53 3 31
54 15 91
55 2 92
56 57 53
57 3 83
58 30 81
59 7 39
60 29 45
