100
300 300
1 24 7
2 32 35
3 57 87
4 89 83
5 49 80
6 93 67
7 10 66
8 22 31
9 84 53
10 86 54
11 50 88
12 31 46
13 19 48
14 35 51
15 35 44
16 7 48
17 75 20
18 93 47
19 51 54
20 71 94
21 8 57
22 51 65
23 23 74
24 79 72
25 7 83
26 31 60
27 5 94
28 19 6
29 95 52
30 88 21
31 87 35
32 14 50
33 26 54
34 10 70
35 90 53
36 20 93
37 89 11
38 21 63
39 69 37
40 24 57
41 8 78
42 75 88
43 15 10
44 50 99
45 36 44
46 62 68
47 49 26
48 54 6
49 64 32
50 4 58
51 27 74
52 23 2
53 14 97
54 56 48
55 37 78
56 80 41
57 41 28
58 7 59
59 2 91
60 81 13
61 33 47
62 80 47
63 78 4
64 15 40
65 14 9
66 30 2
67 52 39
68 3 77
69 38 5
70 46 44
71 48 50
72 2 13
73 95 55
74 50 30
75 22 28
76 100 71
77 7 15
78 97 48
79 61 94
80 19 6
81 29 75
82 78 22
83 88 3
84 16 7
85 50 56
86 13 6
87 59 45
88 78 96
89 93 14
90 58 89
91 63 42
92 29 28
93 13 38
94 3 93
95 21 49
96 23 94
97 99 51
98 69 75
99 90 55
100 50 14
