80
100 100
1 67 49
2 95 33
3 76 44
4 90 73
5 71 41
6 93 41
7 27 41
8 94 36
9 83 45
10 47 10
11 50 66
12 5 73
13 4 10
14 76 41
15 35 81
16 86 48
17 96 37
18 98 33
19 31 5
20 77 46
21 98 26
22 93 37
23 93 49
24 64 55
25 10 26
26 96 3
27 71 6
28 83 28
29 36 92
30 72 30
31 40 23
32 98 11
33 23 73
34 91 19
35 88 3
36 86 6
37 80 47
38 84 20
39 92 44
40 83 12
41 88 44
42 27 33
43 68 47
44 88 31
45 68 3
46 93 7
47 88 11
48 100 11
49 92 23
50 75 42
51 80 38
52 86 2
53 89 5
54 100 40
55 81 25
56 81 5
57 41 49
58 98 49
59 36 25
60 25 79
61 72 4
62 7 20
63 11 90
64 94 47
65 93 21
66 84 2
67 47 71
68 77 35
69 88 50
70 72 46
71 97 43
72 69 35
73 90 40
74 53 51
75 68 40
76 69 47
77 66 42
78 72 19
79 83 47
80 77 20
