60
100 100
1 53 36
2 25 36
3 97 43
4 59 78
5 32 97
6 73 89
7 70 75
8 45 13
9 55 90
10 87 29
11 64 85
12 42 48
13 10 39
14 89 13
15 36 61
16 39 4
17 20 97
18 35 30
19 73 25
20 57 37
21 41 55
22 14 2
23 99 33
24 52 36
25 60 35
26 47 84
27 68 73
28 12 24
29 1 92
30 91 66
31 70 68
32 61 55
33 20 14
34 34 68
35 27 74
36 54 18
37 4 25
38 99 48
39 94 78
40 79 37
41 76 79
42 40 94
43 61 4
44 59 65
45 92 66
46 48 28
47 48 8
48 50 93
49 41 8
50 43 6
51 13 77
52 39 43
53 44 60
54 83 16
55 44 34
56 51 70
57 58 11
58 55 81
59 63 35
60 39 62
