80
100 100
1 11 20
2 84 31
3 18 91
4 28 6
5 27 31
6 57 83
7 90 53
8 65 62
9 5 4
10 2 46
11 24 33
12 15 32
13 95 89
14 7 21
15 79 23
16 26 13
17 47 35
18 24 8
19 27 25
20 49 6
21 10 43
22 2 6
23 46 39
24 33 72
25 34 13
26 42 77
27 83 15
28 29 26
29 70 94
30 44 38
31 18 2
32 37 3
33 19 37
34 8 22
35 72 50
36 6 43
37 29 42
38 33 17
39 88 60
40 37 44
41 50 8
42 20 82
43 15 33
44 80 55
45 88 36
46 18 42
47 4 17
48 35 30
49 28 26
50 29 22
51 5 12
52 1 16
53 34 27
54 50 14
55 66 69
56 85 14
57 3 40
58 34 17
59 41 38
60 18 23
61 32 15
62 29 32
63 27 19
64 19 96
65 24 1
66 86 58
67 24 11
68 31 26
69 27 49
70 54 97
71 33 75
72 6 80
73 42 9
74 35 47
75 3 86
76 42 27
77 18 30
78 27 9
79 36 7
80 93 44
