60
100 100
1 51 72
2 81 56
3 61 59
4 37 66
5 83 25
6 70 99
7 91 67
8 88 50
9 60 88
10 71 52
11 33 91
12 39 72
13 57 63
14 83 68
15 36 78
16 56 80
17 66 100
18 8 46
19 100 60
20 37 14
21 37 99
22 93 84
23 76 64
24 78 58
25 68 58
26 91 85
27 63 81
28 81 64
29 62 81
30 100 98
31 63 58
32 98 33
33 67 64
34 80 22
35 74 98
36 73 62
37 35 10
38 52 56
39 48 100
40 61 53
41 63 66
42 97 54
43 82 61
44 60 57
45 53 85
46 52 63
47 78 86
48 72 72
49 55 65
50 70 84
51 86 72
52 96 99
53 69 56
54 100 66
55 6 79
56 81 87
57 45 11
58 40 72
59 86 79
60 77 86
