100
40 40
1 25 26
2 9 26
3 17 17
4 10 6
5 30 13
6 27 34
7 32 6
8 17 19
9 3 34
10 20 25
11 7 10
12 17 20
13 11 28
14 33 20
15 32 25
16 4 17
17 27 14
18 15 14
19 34 24
20 22 29
21 34 23
22 31 17
23 20 27
24 21 17
25 30 28
26 20 11
27 10 30
28 31 25
29 21 14
30 35 28
31 34 6
32 25 1
33 28 10
34 4 6
35 31 8
36 23 12
37 11 26
38 4 34
39 20 33
40 21 30
41 14 10
42 19 4
43 32 19
44 26 6
45 20 29
46 10 28
47 5 21
48 23 4
49 25 21
50 21 21
51 28 34
52 8 34
53 4 5
54 35 13
55 27 31
56 24 8
57 9 11
58 14 13
59 11 32
60 20 30
61 2 14
62 35 4
63 33 32
64 28 35
65 26 32
66 13 19
67 20 5
68 20 9
69 31 26
70 15 30
71 15 5
72 15 17
73 12 5
74 12 21
75 1 28
76 10 34
77 12 22
78 25 24
79 11 12
80 13 7
81 15 3
82 14 10
83 16 11
84 8 3
85 19 28
86 22 35
87 2 22
88 26 30
89 30 9
90 34 25
91 34 17
92 4 2
93 32 13
94 10 23
95 16 15
96 33 21
97 23 14
98 29 12
99 1 13
100 3 24
