80
100 100
1 84 41
2 76 48
3 72 5
4 87 7
5 80 22
6 100 44
7 72 41
8 80 8
9 26 14
10 45 66
11 80 39
12 22 22
13 96 17
14 67 20
15 44 99
16 90 46
17 81 33
18 22 1
19 28 79
20 73 33
21 74 10
22 52 93
23 25 3
24 98 31
25 15 48
26 45 47
27 88 47
28 97 41
29 85 49
30 100 13
31 67 3
32 69 13
33 68 11
34 15 40
35 89 21
36 77 96
37 94 34
38 93 79
39 84 50
40 60 91
41 93 20
42 82 80
43 87 42
44 69 48
45 100 17
46 88 43
47 98 44
48 74 16
49 72 75
50 46 77
51 83 9
52 87 46
53 56 96
54 79 3
55 76 35
56 73 37
57 66 28
58 69 50
59 77 23
60 67 41
61 71 21
62 3 71
63 86 22
64 70 5
65 85 27
66 74 30
67 4 89
68 80 32
69 71 44
70 33 12
71 90 56
72 48 20
73 100 22
74 16 6
75 92 41
76 37 20
77 68 13
78 72 12
79 99 37
80 91 32
