60
100 100
1 7 7
2 12 43
3 36 42
4 49 99
5 43 30
6 39 31
7 28 21
8 87 42
9 41 15
10 27 31
11 32 11
12 75 98
13 1 11
14 27 43
15 48 13
16 31 16
17 22 78
18 39 16
19 25 27
20 49 45
21 5 92
22 61 50
23 13 2
24 28 90
25 50 19
26 97 98
27 14 39
28 68 88
29 6 12
30 44 6
31 76 88
32 22 2
33 24 17
34 2 26
35 100 48
36 85 77
37 53 82
38 22 7
39 90 20
40 73 15
41 45 11
42 4 1
43 82 53
44 100 14
45 48 50
46 47 6
47 41 49
48 48 25
49 13 1
50 67 22
51 12 6
52 9 47
53 39 75
54 19 50
55 44 25
56 32 31
57 76 88
58 48 40
59 38 5
60 16 27
