80
300 300
1 59 85
2 25 31
3 85 46
4 96 16
5 46 65
6 59 47
7 88 53
8 24 4
9 88 55
10 36 96
11 57 49
12 73 69
13 40 45
14 46 99
15 15 88
16 100 100
17 92 56
18 12 13
19 16 60
20 92 18
21 64 44
22 87 26
23 49 87
24 73 81
25 14 98
26 62 61
27 38 24
28 97 76
29 30 41
30 58 72
31 36 60
32 54 26
33 34 27
34 31 50
35 34 18
36 66 87
37 82 45
38 70 15
39 54 53
40 88 47
41 62 19
42 98 25
43 50 54
44 9 28
45 97 2
46 69 67
47 13 43
48 52 86
49 42 86
50 72 63
51 64 75
52 72 10
53 87 90
54 30 71
55 58 41
56 58 22
57 53 72
58 99 77
59 85 61
60 32 78
61 97 19
62 67 5
63 66 91
64 50 67
65 6 55
66 57 10
67 59 21
68 100 10
69 3 34
70 23 80
71 50 72
72 5 64
73 44 46
74 56 39
75 63 100
76 20 17
77 18 13
78 76 42
79 53 94
80 35 92
