80
100 100
1 45 14
2 82 71
3 71 100
4 4 16
5 100 63
6 52 61
7 81 54
8 86 12
9 66 74
10 90 14
11 53 72
12 67 68
13 94 98
14 78 77
15 38 1
16 77 38
17 84 82
18 83 51
19 83 91
20 28 19
21 85 78
22 50 92
23 91 94
24 66 12
25 99 86
26 79 87
27 59 57
28 85 65
29 73 55
30 69 97
31 90 83
32 81 81
33 59 87
34 70 69
35 88 20
36 89 59
37 57 80
38 84 52
39 86 68
40 57 99
41 67 85
42 59 98
43 51 79
44 39 49
45 89 51
46 97 53
47 79 51
48 82 61
49 23 29
50 95 72
51 68 85
52 36 91
53 67 69
54 54 52
55 68 80
56 67 22
57 73 70
58 77 94
59 81 88
60 80 69
61 92 83
62 60 98
63 54 56
64 69 78
65 71 57
66 55 62
67 41 91
68 70 100
69 13 44
70 13 40
71 88 79
72 33 88
73 65 92
74 31 28
75 97 83
76 57 76
77 81 51
78 61 78
79 67 99
80 93 82
