100
100 100
1 50 72
2 57 86
3 52 58
4 79 55
5 56 72
6 79 77
7 63 64
8 56 51
9 74 84
10 61 80
11 87 82
12 97 11
13 52 58
14 69 44
15 22 74
16 95 80
17 44 44
18 61 70
19 68 53
20 56 62
21 96 91
22 79 57
23 76 56
24 80 55
25 59 100
26 9 7
27 96 71
28 16 11
29 85 70
30 100 67
31 77 97
32 62 77
33 23 3
34 3 93
35 70 85
36 70 55
37 71 96
38 77 25
39 26 35
40 91 96
41 82 51
42 43 80
43 42 46
44 73 98
45 54 68
46 81 78
47 20 79
48 77 11
49 88 98
50 30 98
51 59 53
52 71 86
53 84 88
54 94 28
55 61 100
56 88 73
57 42 93
58 14 80
59 25 71
60 17 21
61 11 68
62 98 75
63 99 77
64 57 81
65 91 79
66 44 41
67 86 58
68 72 3
69 83 66
70 51 68
71 34 67
72 23 37
73 87 65
74 71 57
75 96 7
76 48 87
77 52 76
78 67 9
79 76 23
80 85 88
81 80 98
82 95 71
83 98 50
84 89 7
85 79 32
86 99 95
87 93 91
88 44 37
89 69 77
90 16 87
91 99 92
92 15 29
93 82 84
94 93 78
95 67 54
96 99 82
97 55 52
98 82 88
99 97 79
100 94 97
