80
100 100
1 40 70
2 4 21
3 52 62
4 73 15
5 89 35
6 56 11
7 62 65
8 30 54
9 16 65
10 7 22
11 27 79
12 31 26
13 8 84
14 80 10
15 3 92
16 65 53
17 89 47
18 30 64
19 78 27
20 53 90
21 13 42
22 46 7
23 74 38
24 52 26
25 70 92
26 50 93
27 47 16
28 50 84
29 82 53
30 98 11
31 86 81
32 70 19
33 4 12
34 78 85
35 13 91
36 66 20
37 25 94
38 13 68
39 84 33
40 29 9
41 68 52
42 58 51
43 88 29
44 79 41
45 88 76
46 3 56
47 46 36
48 74 6
49 74 88
50 69 37
51 15 43
52 1 27
53 48 44
54 12 85
55 83 71
56 82 57
57 65 33
58 22 21
59 73 75
60 74 87
61 16 76
62 19 100
63 39 46
64 66 38
65 21 30
66 60 12
67 72 5
68 79 66
69 36 83
70 33 79
71 92 8
72 69 60
73 51 58
74 62 56
75 57 43
76 24 42
77 87 9
78 1 32
79 54 33
80 68 68
