80
100 100
1 67 49
2 43 89
3 16 96
4 90 73
5 8 94
6 39 94
7 27 41
8 41 91
9 83 45
10 47 10
11 50 66
12 5 73
13 4 10
14 16 94
15 35 81
16 30 99
17 96 37
18 47 88
19 31 5
20 17 98
21 46 83
22 39 91
23 39 100
24 64 55
25 10 26
26 96 3
27 71 6
28 25 85
29 36 92
30 9 86
31 40 23
32 98 11
33 23 73
34 37 79
35 33 67
36 86 6
37 80 47
38 26 79
39 38 96
40 25 74
41 32 96
42 27 33
43 4 98
44 32 87
45 4 67
46 40 70
47 88 11
48 50 73
49 38 81
50 14 95
51 22 91
52 30 67
53 33 69
54 50 93
55 23 83
56 22 69
57 41 49
58 47 99
59 36 25
60 25 79
61 9 68
62 7 20
63 11 90
64 41 98
65 40 80
66 27 67
67 47 71
68 17 90
69 32 100
70 10 97
71 97 43
72 6 90
73 90 40
74 53 51
75 5 93
76 6 98
77 1 95
78 10 79
79 26 98
80 77 20
