100
30 30
1 5 7
2 4 5
3 1 1
4 6 9
5 10 3
6 9 3
7 1 1
8 1 2
9 2 5
10 3 3
11 7 1
12 10 8
13 10 7
14 10 1
15 4 2
16 3 10
17 7 2
18 4 6
19 1 5
20 1 3
21 9 1
22 5 10
23 10 5
24 10 6
25 4 5
26 5 8
27 7 2
28 9 1
29 5 1
30 9 9
31 10 8
32 1 4
33 6 6
34 6 6
35 2 8
36 10 4
37 8 3
38 9 3
39 8 2
40 5 2
41 1 9
42 3 1
43 8 1
44 10 5
45 3 10
46 7 1
47 3 1
48 8 10
49 1 1
50 3 8
51 9 1
52 10 2
53 7 6
54 6 2
55 6 3
56 8 4
57 8 4
58 6 5
59 4 3
60 6 6
61 3 8
62 5 2
63 10 9
64 5 1
65 3 2
66 9 3
67 2 5
68 5 3
69 4 7
70 6 9
71 4 4
72 4 2
73 4 4
74 8 6
75 10 7
76 9 9
77 7 8
78 1 3
79 9 5
80 2 1
81 8 9
82 4 2
83 3 5
84 1 6
85 5 9
86 9 9
87 9 4
88 2 7
89 1 4
90 2 2
91 4 6
92 9 9
93 2 1
94 2 5
95 2 5
96 7 10
97 5 4
98 10 1
99 7 10
100 4 4
