80
100 100
1 11 79
2 84 31
3 18 91
4 78 55
5 27 87
6 8 88
7 40 68
8 16 74
9 54 53
10 2 98
11 24 88
12 65 82
13 45 92
14 7 80
15 79 23
16 26 74
17 47 35
18 24 71
19 76 75
20 99 55
21 59 93
22 2 70
23 95 89
24 33 72
25 34 13
26 42 77
27 83 15
28 29 83
29 21 96
30 44 92
31 18 66
32 37 68
33 68 87
34 8 80
35 22 66
36 6 95
37 29 94
38 83 66
39 38 73
40 37 96
41 50 71
42 20 82
43 15 88
44 30 69
45 88 36
46 18 94
47 4 77
48 35 30
49 28 83
50 29 80
51 5 74
52 50 66
53 34 84
54 50 75
55 17 79
56 85 14
57 3 93
58 34 17
59 41 92
60 18 81
61 32 75
62 29 88
63 27 78
64 19 96
65 24 1
66 36 71
67 24 73
68 31 26
69 27 99
70 5 98
71 33 75
72 6 80
73 42 71
74 35 98
75 3 86
76 42 84
77 18 86
78 27 9
79 36 70
80 93 44
