100
10 10
1 1 9
2 1 9
3 6 5
4 5 8
5 10 5
6 6 5
7 4 9
8 4 2
9 2 5
10 8 9
11 4 10
12 4 6
13 8 1
14 9 8
15 1 8
16 4 3
17 10 7
18 4 10
19 6 5
20 6 6
21 2 3
22 2 8
23 9 6
24 6 7
25 5 2
26 6 7
27 6 1
28 3 6
29 10 8
30 1 5
31 7 1
32 8 10
33 2 1
34 6 6
35 3 2
36 8 6
37 1 2
38 3 5
39 10 3
40 1 9
41 9 8
42 8 10
43 7 6
44 10 2
45 1 7
46 9 4
47 7 7
48 9 5
49 6 2
50 9 2
51 3 4
52 9 1
53 7 8
54 3 3
55 7 10
56 10 4
57 9 3
58 1 10
59 9 1
60 10 4
61 1 1
62 4 9
63 6 5
64 6 2
65 4 7
66 8 6
67 6 4
68 10 5
69 6 9
70 3 7
71 2 5
72 9 1
73 4 10
74 9 4
75 8 5
76 2 3
77 1 5
78 3 9
79 5 7
80 10 6
81 3 3
82 3 2
83 3 7
84 8 9
85 8 7
86 3 10
87 10 4
88 7 3
89 8 2
90 7 1
91 3 10
92 8 6
93 9 7
94 4 7
95 4 10
96 7 5
97 10 5
98 6 4
99 10 3
100 2 3
