60
100 100
1 2 81
2 32 70
3 12 72
4 37 66
5 83 25
6 21 99
7 42 77
8 88 50
9 11 92
10 21 67
11 33 91
12 39 72
13 8 75
14 34 78
15 36 78
16 7 87
17 16 100
18 8 46
19 50 73
20 37 14
21 37 99
22 44 89
23 76 64
24 28 71
25 19 72
26 41 90
27 14 87
28 81 64
29 12 87
30 50 99
31 14 71
32 98 33
33 18 75
34 80 22
35 25 99
36 23 74
37 35 10
38 3 70
39 48 100
40 11 68
41 13 77
42 47 68
43 32 73
44 11 70
45 4 90
46 3 75
47 28 91
48 23 81
49 6 76
50 70 84
51 36 81
52 96 99
53 19 70
54 50 77
55 6 79
56 31 91
57 45 11
58 40 72
59 37 86
60 28 91
