60
100 100
1 45 60
2 56 3
3 63 13
4 19 79
5 16 24
6 74 2
7 49 4
8 31 50
9 41 97
10 35 34
11 2 83
12 64 99
13 76 71
14 28 21
15 42 5
16 73 13
17 11 65
18 77 18
19 27 61
20 49 15
21 67 37
22 36 14
23 44 71
24 13 61
25 100 74
26 94 32
27 15 91
28 21 40
29 99 100
30 73 27
31 97 11
32 61 73
33 87 69
34 30 88
35 79 52
36 56 17
37 18 71
38 52 37
39 82 70
40 62 60
41 81 28
42 63 30
43 61 54
44 66 24
45 100 95
46 17 55
47 7 27
48 93 66
49 29 61
50 4 35
51 41 43
52 96 73
53 57 49
54 46 25
55 19 91
56 65 69
57 6 14
58 98 15
59 29 95
60 22 8
