60
100 100
1 1 74
2 24 88
3 16 77
4 98 7
5 9 81
6 22 71
7 29 88
8 100 39
9 85 45
10 31 98
11 68 11
12 16 88
13 9 86
14 67 46
15 41 66
16 92 87
17 1 83
18 35 70
19 39 67
20 31 68
21 5 88
22 30 86
23 99 65
24 32 88
25 21 66
26 36 75
27 21 93
28 44 81
29 48 87
30 4 10
31 53 76
32 17 83
33 37 24
34 33 78
35 49 82
36 52 88
37 38 28
38 25 91
39 5 89
40 50 75
41 1 96
42 27 78
43 82 6
44 8 1
45 25 80
46 42 73
47 4 92
48 29 100
49 10 72
50 78 15
51 45 89
52 60 58
53 8 73
54 6 87
55 48 93
56 4 87
57 17 81
58 5 71
59 13 71
60 10 75
