100
100 100
1 36 92
2 34 66
3 1 83
4 7 71
5 44 77
6 33 96
7 15 72
8 11 71
9 14 70
10 43 100
11 41 70
12 28 79
13 46 71
14 15 77
15 85 14
16 6 95
17 93 22
18 49 97
19 28 88
20 46 84
21 45 98
22 97 36
23 39 75
24 47 82
25 12 89
26 51 88
27 12 70
28 10 87
29 40 32
30 71 51
31 96 60
32 35 66
33 31 95
34 66 28
35 43 84
36 71 82
37 88 14
38 44 76
39 50 68
40 20 83
41 46 47
42 48 75
43 20 95
44 29 86
45 80 42
46 14 82
47 1 96
48 1 98
49 8 99
50 41 98
51 43 7
52 34 82
53 70 17
54 30 86
55 48 87
56 85 14
57 66 97
58 30 83
59 14 77
60 85 64
61 39 39
62 43 88
63 91 64
64 52 78
65 22 95
66 17 66
67 31 82
68 88 3
69 17 70
70 2 88
71 81 94
72 24 92
73 24 89
74 50 82
75 44 84
76 28 91
77 43 81
78 8 85
79 68 71
80 42 98
81 23 81
82 29 96
83 5 84
84 19 78
85 15 89
86 11 80
87 52 95
88 7 66
89 18 8
90 5 9
91 12 82
92 7 97
93 83 93
94 11 72
95 33 76
96 18 66
97 72 40
98 28 80
99 16 17
100 41 79
