60
100 100
1 45 14
2 33 22
3 21 50
4 4 16
5 50 13
6 3 12
7 32 5
8 86 12
9 16 25
10 90 14
11 4 22
12 18 19
13 45 48
14 28 27
15 38 1
16 77 38
17 84 82
18 83 51
19 34 42
20 28 19
21 36 29
22 50 92
23 91 94
24 66 12
25 49 37
26 29 37
27 59 57
28 35 16
29 24 6
30 19 47
31 40 33
32 31 32
33 59 87
34 21 19
35 88 20
36 39 9
37 8 31
38 35 3
39 37 19
40 8 49
41 18 35
42 10 48
43 2 29
44 39 49
45 39 2
46 47 4
47 30 2
48 32 12
49 23 29
50 45 23
51 68 85
52 36 91
53 17 19
54 5 3
55 19 31
56 67 22
57 73 70
58 27 44
59 31 38
60 80 69
