60
100 100
1 11 80
2 23 79
3 35 39
4 95 46
5 74 35
6 94 25
7 96 9
8 77 6
9 27 73
10 79 41
11 75 41
12 66 28
13 67 48
14 73 19
15 97 34
16 99 12
17 94 47
18 14 71
19 92 39
20 8 70
21 90 57
22 86 9
23 96 5
24 85 14
25 66 31
26 69 22
27 73 34
28 72 33
29 82 15
30 96 47
31 92 24
32 68 13
33 70 10
34 95 33
35 86 25
36 10 5
37 68 18
38 68 31
39 87 38
40 84 9
41 11 91
42 27 93
43 96 13
44 69 24
45 86 18
46 12 73
47 69 100
48 97 1
49 73 10
50 8 44
51 55 98
52 48 40
53 68 14
54 76 39
55 68 8
56 74 40
57 57 79
58 90 45
59 75 30
60 91 2
