60
100 100
1 16 4
2 19 6
3 9 21
4 4 8
5 2 11
6 10 15
7 12 14
8 5 18
9 31 11
10 5 23
11 28 27
12 2 9
13 17 33
14 35 3
15 27 9
16 14 10
17 26 16
18 2 11
19 30 25
20 2 32
21 31 15
22 31 6
23 33 14
24 10 21
25 16 25
26 13 33
27 8 29
28 21 11
29 13 19
30 26 5
31 11 33
32 32 7
33 29 17
34 20 23
35 1 33
36 16 31
37 13 15
38 24 25
39 22 13
40 26 8
41 32 20
42 13 31
43 24 4
44 25 16
45 24 17
46 6 2
47 2 15
48 19 4
49 7 2
50 33 15
51 34 29
52 29 4
53 14 18
54 33 20
55 34 8
56 15 22
57 17 14
58 25 14
59 35 29
60 20 10
