100
300 300
1 71 57
2 87 34
3 36 52
4 8 30
5 26 27
6 44 29
7 51 60
8 71 75
9 57 63
10 100 45
11 21 79
12 77 52
13 55 86
14 78 39
15 2 97
16 15 83
17 40 54
18 33 98
19 82 36
20 9 26
21 70 54
22 54 45
23 83 53
24 12 67
25 32 9
26 63 36
27 61 35
28 15 30
29 48 75
30 15 60
31 5 6
32 40 70
33 76 40
34 1 38
35 37 20
36 42 75
37 2 26
38 41 27
39 13 67
40 9 69
41 50 89
42 91 15
43 22 69
44 65 7
45 75 18
46 41 24
47 85 81
48 64 77
49 65 35
50 12 11
51 59 92
52 96 2
53 44 96
54 60 63
55 32 25
56 83 38
57 67 90
58 74 4
59 27 35
60 80 73
61 22 38
62 77 88
63 98 11
64 76 29
65 32 97
66 23 5
67 36 75
68 94 62
69 53 55
70 1 77
71 61 83
72 89 61
73 73 35
74 35 59
75 31 23
76 50 48
77 14 91
78 78 40
79 33 18
80 99 79
81 32 14
82 21 43
83 89 23
84 91 43
85 16 24
86 86 23
87 56 28
88 17 61
89 88 79
90 27 69
91 23 54
92 97 90
93 4 66
94 35 3
95 11 57
96 87 18
97 53 7
98 31 81
99 76 27
100 77 68
